chrom	type	start	end	name	locus_tag	old_locus_tag	RefSeq	product
1	gene	1516184	1517326	bshA	SAUSA300_RS07355	SAUSA300_1349	YP_499993.1	N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA
1	gene	1517567	1517884	SAUSA300_RS07360	SAUSA300_RS07360	SAUSA300_1350	YP_499994.1	nucleotide pyrophosphohydrolase
1	gene	1518221	1518901	SAUSA300_RS07365	SAUSA300_RS07365	SAUSA300_1351	WP_002456509.1	zinc metallopeptidase
1	gene	1518973	1519560	SAUSA300_RS07370	SAUSA300_RS07370	SAUSA300_1352	YP_499996.1	DUF1405 domain-containing protein
1	gene	1519550	1520125	SAUSA300_RS07375	SAUSA300_RS07375	SAUSA300_1353	YP_499997.1	YpiB family protein
1	gene	1520139	1521383	SAUSA300_RS07380	SAUSA300_RS07380	SAUSA300_1354	WP_000389522.1	hypothetical protein
1	gene	1521390	1522688	aroA	SAUSA300_RS07385	SAUSA300_1355	YP_499999.1	3-phosphoshikimate 1-carboxyvinyltransferase
1	gene	1522698	1523762	SAUSA300_RS07390	SAUSA300_RS07390	SAUSA300_1356	YP_500000.1	3-dehydroquinate synthase
1	gene	1523788	1524954	aroC	SAUSA300_RS07395	SAUSA300_1357	YP_500001.1	chorismate synthase
1	gene	1525340	1525540	SAUSA300_RS07400	SAUSA300_RS07400		YP_500002.1	hypothetical protein
1	gene	1525749	1526198	ndk	SAUSA300_RS07405	SAUSA300_1358	WP_002463054.1	nucleoside-diphosphate kinase
1	gene	1526290	1527249	SAUSA300_RS07410	SAUSA300_RS07410	SAUSA300_1359	WP_002463052.1	polyprenyl synthetase family protein
1	gene	1527251	1527976	SAUSA300_RS07415	SAUSA300_RS07415	SAUSA300_1360	WP_000774689.1	demethylmenaquinone methyltransferase
1	gene	1527979	1528551	SAUSA300_RS07420	SAUSA300_RS07420	SAUSA300_1361	YP_500006.1	heptaprenyl diphosphate synthase component 1
1	gene	1528982	1529254	SAUSA300_RS07430	SAUSA300_RS07430	SAUSA300_1362	WP_015900354.1	HU family DNA-binding protein
1	gene	1529425	1530423	SAUSA300_RS07435	SAUSA300_RS07435	SAUSA300_1363	YP_500009.1	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
1	gene	1530440	1531750	der	SAUSA300_RS07440	SAUSA300_1364	WP_019167598.1	ribosome biogenesis GTPase Der
1	gene	1531972	1533147	rpsA	SAUSA300_RS07445	SAUSA300_1365	YP_500011.1	30S ribosomal protein S1
1	gene	1533404	1533595	SAUSA300_RS07450	SAUSA300_RS07450		YP_500012.1	hypothetical protein
1	gene	1533712	1533828	SAUSA300_RS07460	SAUSA300_RS07460	SAUSA300_1366	YP_500014.1	hypothetical protein
1	gene	1533859	1534518	SAUSA300_RS07465	SAUSA300_RS07465	SAUSA300_1367	YP_500015.2	(d)CMP kinase
1	gene	1534595	1535563	SAUSA300_RS07470	SAUSA300_RS07470	SAUSA300_1368	YP_500016.1	asparaginase
1	gene	1535678	1536664	SAUSA300_RS07475	SAUSA300_RS07475	SAUSA300_1369	YP_500017.1	YpdA family putative bacillithiol disulfide reductase
1	gene	1536825	1536941	SAUSA300_RS07480	SAUSA300_RS07480		YP_500018.1	hypothetical protein
1	gene	1537066	1538526	ebpS	SAUSA300_RS07485	SAUSA300_1370	YP_500019.1	elastin-binding protein EbpS
1	gene	1538679	1540058	SAUSA300_RS07490	SAUSA300_RS07490	SAUSA300_1371	YP_500020.1	ATP-dependent DNA helicase RecQ
1	gene	1540048	1541001	SAUSA300_RS07495	SAUSA300_RS07495	SAUSA300_1372	YP_500021.1	helix-turn-helix domain-containing protein
1	gene	1541109	1541357	SAUSA300_RS07500	SAUSA300_RS07500	SAUSA300_1373	WP_002449743.1	ferredoxin
1	gene	1541463	1542008	SAUSA300_RS07505	SAUSA300_RS07505	SAUSA300_1374	YP_500023.1	ECF transporter S component
1	gene	1542287	1542406	SAUSA300_RS07510	SAUSA300_RS07510	SAUSA300_1375	YP_500024.1	hypothetical protein
1	gene	1542605	1543519	SAUSA300_RS07515	SAUSA300_RS07515	SAUSA300_1376	YP_500025.1	DUF1672 domain-containing protein
1	gene	1543534	1543740	SAUSA300_RS07520	SAUSA300_RS07520	SAUSA300_1377		
1	gene	1543733	1544671	SAUSA300_RS07525	SAUSA300_RS07525	SAUSA300_1378	WP_020444682.1	DUF1672 domain-containing protein
1	gene	1544728	1545645	SAUSA300_RS07530	SAUSA300_RS07530	SAUSA300_1379	YP_500028.1	DUF1672 domain-containing protein
1	gene	1545736	1545921	SAUSA300_RS07535	SAUSA300_RS07535	SAUSA300_1380	WP_000126131.1	hypothetical protein
1	gene	1546170	1547153	lukF-PV	SAUSA300_RS07540	SAUSA300_1381	YP_500453.1	Panton-Valentine bi-component leukocidin subunit F
1	gene	1547149	1548087	lukS-PV	SAUSA300_RS07545	SAUSA300_1382	YP_501171.1	Panton-Valentine bi-component leukocidin subunit S
1	gene	1548477	1549931	SAUSA300_RS07550	SAUSA300_RS07550	SAUSA300_1383	YP_500032.1	N-acetylmuramoyl-L-alanine amidase
1	gene	1549942	1550244	SAUSA300_RS07555	SAUSA300_RS07555	SAUSA300_1384	YP_500033.1	phage holin
1	gene	1550380	1550679	SAUSA300_RS07560	SAUSA300_RS07560	SAUSA300_1385	YP_500034.1	DUF2951 domain-containing protein
1	gene	1550725	1550889	SAUSA300_RS07565	SAUSA300_RS07565	SAUSA300_1386	YP_500035.1	XkdX family protein
1	gene	1550882	1551271	SAUSA300_RS07570	SAUSA300_RS07570	SAUSA300_1387	YP_500036.1	DUF2977 domain-containing protein
1	gene	1551271	1552737	SAUSA300_RS07575	SAUSA300_RS07575	SAUSA300_1388	YP_500037.1	phage baseplate upper protein
1	gene	1552737	1554647	SAUSA300_RS07580	SAUSA300_RS07580	SAUSA300_1389	YP_500038.1	minor structural protein
1	gene	1554663	1554953	SAUSA300_RS07585	SAUSA300_RS07585	SAUSA300_1390	YP_500039.1	hypothetical protein
1	gene	1554953	1556536	SAUSA300_RS07590	SAUSA300_RS07590	SAUSA300_1391	YP_500040.1	phage tail protein
1	gene	1556545	1557369	SAUSA300_RS07595	SAUSA300_RS07595	SAUSA300_1392	YP_500041.1	phage tail family protein
1	gene	1557369	1563569	SAUSA300_RS07600	SAUSA300_RS07600	SAUSA300_1393	YP_500042.1	phage tail tape measure protein
1	gene	1563583	1563741	SAUSA300_RS07605	SAUSA300_RS07605	SAUSA300_1394	YP_500043.1	hypothetical protein
1	gene	1563783	1564133	SAUSA300_RS07610	SAUSA300_RS07610	SAUSA300_1395	YP_500044.1	hypothetical protein
1	gene	1564191	1564646	SAUSA300_RS07615	SAUSA300_RS07615	SAUSA300_1396	YP_500045.1	Ig domain-containing protein
1	gene	1564738	1565379	SAUSA300_RS07620	SAUSA300_RS07620	SAUSA300_1397	YP_500046.1	tail protein
1	gene	1565414	1565809	SAUSA300_RS07625	SAUSA300_RS07625		YP_500047.1	DUF3168 domain-containing protein
1	gene	1565810	1566211	SAUSA300_RS07630	SAUSA300_RS07630	SAUSA300_1398	YP_500048.1	hypothetical protein
1	gene	1566208	1566540	SAUSA300_RS07635	SAUSA300_RS07635	SAUSA300_1399	YP_500049.1	hypothetical protein
1	gene	1566552	1566830	SAUSA300_RS07640	SAUSA300_RS07640	SAUSA300_1400	YP_500050.1	phage gp6-like head-tail connector protein
1	gene	1566899	1568062	SAUSA300_RS07645	SAUSA300_RS07645	SAUSA300_1401	YP_500051.1	phage major capsid protein
1	gene	1568074	1568847	SAUSA300_RS07650	SAUSA300_RS07650	SAUSA300_1402	YP_500052.1	Clp protease ClpP
1	gene	1568831	1570069	SAUSA300_RS07655	SAUSA300_RS07655	SAUSA300_1403	YP_500053.1	phage portal protein
1	gene	1570074	1571765	SAUSA300_RS07660	SAUSA300_RS07660	SAUSA300_1404	YP_500054.1	terminase large subunit
1	gene	1571755	1572060	SAUSA300_RS07665	SAUSA300_RS07665	SAUSA300_1405	YP_500055.1	P27 family phage terminase small subunit
1	gene	1572187	1572501	SAUSA300_RS07670	SAUSA300_RS07670	SAUSA300_1406	YP_500056.1	HNH endonuclease
1	gene	1572658	1573095	SAUSA300_RS07675	SAUSA300_RS07675	SAUSA300_1407	YP_500057.1	transcriptional regulator
1	gene	1573108	1574475	SAUSA300_RS07680	SAUSA300_RS07680	SAUSA300_1408	YP_500058.1	DEAD/DEAH box helicase
1	gene	1574456	1574746	SAUSA300_RS07685	SAUSA300_RS07685	SAUSA300_1409	YP_500059.1	VRR-NUC domain-containing protein
1	gene	1574880	1574978	SAUSA300_RS07690	SAUSA300_RS07690		YP_500060.1	hypothetical protein
1	gene	1575087	1577534	SAUSA300_RS07695	SAUSA300_RS07695	SAUSA300_1410	WP_000884880.1	virulence-associated E family protein
1	gene	1577822	1578022	SAUSA300_RS07700	SAUSA300_RS07700	SAUSA300_1411	YP_500064.1	DUF1514 family protein
1	gene	1578090	1578242	SAUSA300_RS07705	SAUSA300_RS07705	SAUSA300_1412	WP_000595263.1	transcriptional activator RinB
1	gene	1578239	1578625	SAUSA300_RS07710	SAUSA300_RS07710	SAUSA300_1413	WP_000592210.1	hypothetical protein
1	gene	1578618	1578854	SAUSA300_RS07715	SAUSA300_RS07715	SAUSA300_1414	WP_000608273.1	hypothetical protein
1	gene	1578847	1579050	SAUSA300_RS07720	SAUSA300_RS07720	SAUSA300_1415	WP_000141180.1	hypothetical protein
1	gene	1579047	1579253	SAUSA300_RS07725	SAUSA300_RS07725	SAUSA300_1416	YP_500688.1	DUF1381 domain-containing protein
1	gene	1579290	1579826	SAUSA300_RS07730	SAUSA300_RS07730	SAUSA300_1417	YP_500690.1	dUTPase
1	gene	1579819	1580067	SAUSA300_RS07735	SAUSA300_RS07735	SAUSA300_1418	YP_500692.1	DUF1024 family protein
1	gene	1580082	1580324	SAUSA300_RS07740	SAUSA300_RS07740	SAUSA300_1419	YP_500074.1	hypothetical protein
1	gene	1580339	1580539	SAUSA300_RS07745	SAUSA300_RS07745		YP_500075.1	hypothetical protein
1	gene	1580542	1580799	SAUSA300_RS07750	SAUSA300_RS07750	SAUSA300_1420	YP_500076.1	DUF3310 domain-containing protein
1	gene	1580799	1581200	SAUSA300_RS07755	SAUSA300_RS07755	SAUSA300_1421	YP_500077.1	PVL family protein
1	gene	1581200	1581385	SAUSA300_RS07760	SAUSA300_RS07760	SAUSA300_1422	YP_500078.1	DUF3113 family protein
1	gene	1581398	1583350	SAUSA300_RS07765	SAUSA300_RS07765	SAUSA300_1423	YP_500079.1	DNA polymerase
1	gene	1583418	1583975	SAUSA300_RS07770	SAUSA300_RS07770	SAUSA300_1424	YP_500080.1	DUF2815 family protein
1	gene	1584001	1585167	SAUSA300_RS07775	SAUSA300_RS07775	SAUSA300_1425	YP_500081.1	DUF2800 domain-containing protein
1	gene	1585164	1585526	SAUSA300_RS07780	SAUSA300_RS07780	SAUSA300_1426	YP_500082.1	hypothetical protein
1	gene	1585540	1585800	SAUSA300_RS07785	SAUSA300_RS07785	SAUSA300_1427	WP_000291481.1	DUF1108 family protein
1	gene	1585805	1586107	SAUSA300_RS07790	SAUSA300_RS07790		WP_000163432.1	DUF2482 family protein
1	gene	1586100	1586417	SAUSA300_RS07795	SAUSA300_RS07795	SAUSA300_1428	WP_000829612.1	hypothetical protein
1	pseudogene	1586510	1586671	SAUSA300_RS07800	SAUSA300_RS07800		YP_500084.1	DUF1270 domain-containing protein
1	gene	1586683	1586946	SAUSA300_RS07805	SAUSA300_RS07805	SAUSA300_1430	YP_500085.1	helix-turn-helix domain-containing protein
1	gene	1586971	1587186	SAUSA300_RS07810	SAUSA300_RS07810	SAUSA300_1431	WP_001036301.1	hypothetical protein
1	gene	1587233	1587472	SAUSA300_RS07815	SAUSA300_RS07815	SAUSA300_1432	WP_001825326.1	hypothetical protein
1	gene	1587469	1587645	SAUSA300_RS15875	SAUSA300_RS15875		WP_001001357.1	hypothetical protein
1	gene	1587729	1587920	SAUSA300_RS07820	SAUSA300_RS07820	SAUSA300_1433	WP_001115061.1	helix-turn-helix transcriptional regulator
1	gene	1588081	1588410	SAUSA300_RS07825	SAUSA300_RS07825	SAUSA300_1434	WP_000429766.1	helix-turn-helix transcriptional regulator
1	gene	1588423	1588884	SAUSA300_RS07830	SAUSA300_RS07830	SAUSA300_1435	WP_000524999.1	hypothetical protein
1	gene	1588902	1589336	SAUSA300_RS07835	SAUSA300_RS07835	SAUSA300_1436	WP_016170817.1	hypothetical protein
1	gene	1589365	1589760	SAUSA300_RS07840	SAUSA300_RS07840		WP_000449656.1	hypothetical protein
1	gene	1589850	1589996	SAUSA300_RS07845	SAUSA300_RS07845		YP_500095.1	hypothetical protein
1	gene	1589993	1590607	SAUSA300_RS07850	SAUSA300_RS07850	SAUSA300_1437	YP_500096.1	hypothetical protein
1	gene	1590733	1591938	SAUSA300_RS07855	SAUSA300_RS07855	SAUSA300_1438	YP_500097.1	site-specific integrase
1	pseudogene	1591981	1594007	SAUSA300_RS15950	SAUSA300_RS15950	SAUSA300_1439	YP_500098.1	hypothetical protein
1	gene	1594000	1594929	SAUSA300_RS07865	SAUSA300_RS07865	SAUSA300_1440	WP_001646493.1	DUF1672 domain-containing protein
1	gene	1595174	1596925	srrB	SAUSA300_RS07870	SAUSA300_1441	YP_500100.1	two-component system sensor histidine kinase SrrB
1	gene	1596906	1597631	srrA	SAUSA300_RS07875	SAUSA300_1442	YP_500101.1	two-component system response regulator SrrA
1	gene	1597764	1598501	SAUSA300_RS07880	SAUSA300_RS07880	SAUSA300_1443	YP_500102.1	rRNA pseudouridine synthase
1	gene	1598494	1599036	scpB	SAUSA300_RS07885	SAUSA300_1444	YP_500103.1	SMC-Scp complex subunit ScpB
1	gene	1599029	1599760	SAUSA300_RS07890	SAUSA300_RS07890	SAUSA300_1445	YP_500104.1	segregation/condensation protein A
1	gene	1599852	1600358	SAUSA300_RS07895	SAUSA300_RS07895	SAUSA300_1446	YP_500105.1	DUF309 domain-containing protein
1	gene	1600436	1601323	xerD	SAUSA300_RS07900	SAUSA300_1447	YP_500106.1	site-specific tyrosine recombinase XerD
1	gene	1601372	1601821	SAUSA300_RS07905	SAUSA300_RS07905	SAUSA300_1448	YP_500107.1	transcriptional repressor
1	gene	1601926	1602468	SAUSA300_RS07910	SAUSA300_RS07910	SAUSA300_1449	YP_500108.1	NUDIX hydrolase
1	gene	1602550	1603458	SAUSA300_RS07915	SAUSA300_RS07915	SAUSA300_1450	YP_500109.1	aldo/keto reductase
1	gene	1603674	1603922	SAUSA300_RS07920	SAUSA300_RS07920		YP_500110.1	hypothetical protein
1	gene	1603938	1604693	SAUSA300_RS07925	SAUSA300_RS07925	SAUSA300_1451	YP_500111.1	SDR family oxidoreductase
1	gene	1604835	1605650	proC	SAUSA300_RS07930	SAUSA300_1452	WP_002485765.1	pyrroline-5-carboxylate reductase
1	gene	1605755	1606675	rnz	SAUSA300_RS07935	SAUSA300_1453	YP_500113.1	ribonuclease Z
1	gene	1606988	1608472	SAUSA300_RS07940	SAUSA300_RS07940	SAUSA300_1454	YP_500114.1	glucose-6-phosphate dehydrogenase
1	gene	1608702	1609568	SAUSA300_RS07945	SAUSA300_RS07945	SAUSA300_1455	WP_014373838.1	AraC family transcriptional regulator
1	gene	1609651	1611300	SAUSA300_RS07950	SAUSA300_RS07950	SAUSA300_1456	YP_500116.1	alpha-glucosidase
1	gene	1611316	1612335	SAUSA300_RS07955	SAUSA300_RS07955	SAUSA300_1457	YP_500117.1	LacI family DNA-binding transcriptional regulator
1	gene	1612336	1612590	SAUSA300_RS07960	SAUSA300_RS07960		YP_500118.1	hypothetical protein
1	gene	1612529	1612900	SAUSA300_RS07965	SAUSA300_RS07965	SAUSA300_1458	YP_500119.1	VOC family protein
1	gene	1613119	1614525	gndA	SAUSA300_RS07970	SAUSA300_1459	YP_500120.1	NADP-dependent phosphogluconate dehydrogenase
1	gene	1614593	1615726	SAUSA300_RS07975	SAUSA300_RS07975	SAUSA300_1460	YP_500121.1	M20/M25/M40 family metallo-hydrolase
1	gene	1615989	1616168	prli42	SAUSA300_RS07980	SAUSA300_1461	YP_500122.1	stressosome-associated protein Prli42
1	gene	1616295	1617275	SAUSA300_RS07985	SAUSA300_RS07985	SAUSA300_1462	YP_500124.1	aromatic acid exporter family protein
1	gene	1617289	1617726	SAUSA300_RS07990	SAUSA300_RS07990	SAUSA300_1463	YP_500125.1	BrxA/BrxB family bacilliredoxin
1	gene	1618077	1619351	SAUSA300_RS07995	SAUSA300_RS07995	SAUSA300_1464	YP_500126.1	2-oxo acid dehydrogenase subunit E2
1	gene	1619364	1620347	SAUSA300_RS08000	SAUSA300_RS08000	SAUSA300_1465	YP_500127.1	alpha-ketoacid dehydrogenase subunit beta
1	gene	1620347	1621339	SAUSA300_RS08005	SAUSA300_RS08005	SAUSA300_1466	YP_500128.1	thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha
1	gene	1621355	1622776	lpdA	SAUSA300_RS08010	SAUSA300_1467	YP_500129.1	dihydrolipoyl dehydrogenase
1	gene	1622927	1624606	recN	SAUSA300_RS08015	SAUSA300_1468	YP_500130.1	DNA repair protein RecN
1	gene	1624622	1625074	argR	SAUSA300_RS08020	SAUSA300_1469	YP_500131.1	transcriptional regulator ArgR
1	gene	1625506	1626387	SAUSA300_RS08025	SAUSA300_RS08025	SAUSA300_1470	YP_500132.1	polyprenyl synthetase family protein
1	gene	1626365	1626595	SAUSA300_RS08030	SAUSA300_RS08030	SAUSA300_1471	YP_500133.1	exodeoxyribonuclease VII small subunit
1	gene	1626588	1627925	SAUSA300_RS08035	SAUSA300_RS08035	SAUSA300_1472	YP_500134.1	exodeoxyribonuclease VII large subunit
1	gene	1627942	1628331	nusB	SAUSA300_RS08040	SAUSA300_1473	YP_500135.1	transcription antitermination factor NusB
1	gene	1628391	1628753	SAUSA300_RS08045	SAUSA300_RS08045	SAUSA300_1474	YP_500136.1	Asp23/Gls24 family envelope stress response protein
1	gene	1628768	1630123	accC	SAUSA300_RS08050	SAUSA300_1475	YP_500137.1	acetyl-CoA carboxylase biotin carboxylase subunit
1	gene	1630123	1630587	accB	SAUSA300_RS08055	SAUSA300_1476	YP_500138.1	acetyl-CoA carboxylase biotin carboxyl carrier protein
1	gene	1630942	1631478	SAUSA300_RS08060	SAUSA300_RS08060			
1	gene	1631459	1631962	SAUSA300_RS08065	SAUSA300_RS08065		WP_000746376.1	transposase
1	gene	1632071	1632427	SAUSA300_RS08070	SAUSA300_RS08070	SAUSA300_1478	WP_001255381.1	cystatin-like fold lipoprotein
1	gene	1632483	1633073	SAUSA300_RS08075	SAUSA300_RS08075	SAUSA300_1479	WP_000810447.1	hypothetical protein
1	gene	1633080	1634126	SAUSA300_RS08080	SAUSA300_RS08080	SAUSA300_1480	WP_000247473.1	CHAP domain-containing protein
1	gene	1634116	1635963	SAUSA300_RS08085	SAUSA300_RS08085	SAUSA300_1481	WP_000681156.1	membrane protein
1	gene	1635968	1637326	SAUSA300_RS08090	SAUSA300_RS08090	SAUSA300_1482	WP_001251209.1	cell division protein FtsK
1	gene	1637380	1639875	SAUSA300_RS08095	SAUSA300_RS08095	SAUSA300_1483	WP_001049261.1	ATP-binding protein
1	gene	1639910	1640293	SAUSA300_RS08100	SAUSA300_RS08100	SAUSA300_1484	WP_015581841.1	hypothetical protein
1	gene	1640305	1640565	SAUSA300_RS08105	SAUSA300_RS08105	SAUSA300_1485	WP_000015642.1	hypothetical protein
1	gene	1640570	1641625	SAUSA300_RS08110	SAUSA300_RS08110	SAUSA300_1486	WP_000691999.1	conjugal transfer protein
1	gene	1641686	1642777	SAUSA300_RS08115	SAUSA300_RS08115	SAUSA300_1487	WP_000172946.1	replication initiation factor domain-containing protein
1	gene	1642952	1643254	SAUSA300_RS08120	SAUSA300_RS08120	SAUSA300_1488	WP_000386891.1	hypothetical protein
1	gene	1643268	1643588	SAUSA300_RS08125	SAUSA300_RS08125	SAUSA300_1489	WP_000805733.1	DUF961 family protein
1	gene	1643739	1644023	SAUSA300_RS08130	SAUSA300_RS08130		WP_001581821.1	hypothetical protein
1	gene	1644418	1644975	efp	SAUSA300_RS08135	SAUSA300_1490	WP_000626504.1	elongation factor P
1	gene	1645001	1646062	SAUSA300_RS08140	SAUSA300_RS08140	SAUSA300_1491	YP_500140.1	aminopeptidase P family protein
1	gene	1646167	1646748	SAUSA300_RS08145	SAUSA300_RS08145	SAUSA300_1492	YP_500141.1	hypothetical protein
1	gene	1646762	1646980	SAUSA300_RS08150	SAUSA300_RS08150	SAUSA300_1493	YP_500142.1	membrane protein
1	gene	1647044	1647874	SAUSA300_RS08155	SAUSA300_RS08155	SAUSA300_1494	YP_500143.1	lipoate--protein ligase family protein
1	gene	1648032	1648418	SAUSA300_RS08160	SAUSA300_RS08160	SAUSA300_1495	YP_500144.1	rhodanese-like domain-containing protein
1	gene	1648783	1650255	gcvPB	SAUSA300_RS08165	SAUSA300_1496	YP_500145.1	aminomethyl-transferring glycine dehydrogenase subunit GcvPB
1	gene	1650248	1651594	gcvPA	SAUSA300_RS08170	SAUSA300_1497	YP_500146.1	aminomethyl-transferring glycine dehydrogenase subunit GcvPA
1	gene	1651614	1652705	gcvT	SAUSA300_RS08175	SAUSA300_1498	YP_500147.1	glycine cleavage system aminomethyltransferase GcvT
1	gene	1652864	1653388	SAUSA300_RS08180	SAUSA300_RS08180	SAUSA300_1499	YP_500148.1	shikimate kinase
1	gene	1653378	1653524	SAUSA300_RS08185	SAUSA300_RS08185		YP_500149.1	hypothetical protein
1	gene	1653621	1654118	SAUSA300_RS08190	SAUSA300_RS08190	SAUSA300_1500	YP_500150.2	prepilin-type N-terminal cleavage/methylation domain-containing protein
1	gene	1654036	1654335	SAUSA300_RS08195	SAUSA300_RS08195		WP_000844410.1	hypothetical protein
1	gene	1654322	1654768	SAUSA300_RS08200	SAUSA300_RS08200	SAUSA300_1501	YP_500152.1	type II secretion system protein
1	gene	1654746	1655057	SAUSA300_RS08205	SAUSA300_RS08205	SAUSA300_1502	YP_500153.1	prepilin-type N-terminal cleavage/methylation domain-containing protein
1	gene	1655071	1656141	SAUSA300_RS08210	SAUSA300_RS08210	SAUSA300_1503	WP_000776424.1	type II secretion system F family protein
1	gene	1656113	1657087	SAUSA300_RS08215	SAUSA300_RS08215	SAUSA300_1504	YP_500155.1	type II/IV secretion system protein
1	gene	1657139	1657762	SAUSA300_RS08220	SAUSA300_RS08220	SAUSA300_1505	YP_500156.1	MBL fold metallo-hydrolase
1	gene	1657759	1658088	SAUSA300_RS08225	SAUSA300_RS08225	SAUSA300_1506	YP_500157.1	MTH1187 family thiamine-binding protein
1	gene	1658088	1659074	SAUSA300_RS08230	SAUSA300_RS08230	SAUSA300_1507	YP_500158.1	ROK family glucokinase
1	gene	1659071	1659274	SAUSA300_RS08235	SAUSA300_RS08235	SAUSA300_1508	YP_500159.1	YqgQ family protein
1	gene	1659255	1660718	SAUSA300_RS08240	SAUSA300_RS08240	SAUSA300_1509	WP_001652331.1	rhomboid family intramembrane serine protease
1	gene	1660730	1661269	SAUSA300_RS08245	SAUSA300_RS08245	SAUSA300_1510	YP_500162.1	5-formyltetrahydrofolate cyclo-ligase
1	gene	1661478	1661627	rpmG	SAUSA300_RS08250	SAUSA300_1511	WP_001265708.1	50S ribosomal protein L33
1	gene	1661740	1663815	SAUSA300_RS08255	SAUSA300_RS08255	SAUSA300_1512	YP_500164.1	penicillin-binding protein 2
1	gene	1663936	1664535	SAUSA300_RS08260	SAUSA300_RS08260	SAUSA300_1513	YP_500165.1	superoxide dismutase
1	gene	1664812	1665222	SAUSA300_RS08265	SAUSA300_RS08265	SAUSA300_1514	YP_500166.1	transcriptional repressor
1	gene	1665209	1666072	SAUSA300_RS08270	SAUSA300_RS08270	SAUSA300_1515	YP_500167.1	metal ABC transporter permease
1	gene	1666114	1666899	SAUSA300_RS08275	SAUSA300_RS08275	SAUSA300_1516	YP_500168.1	metal ABC transporter ATP-binding protein
1	gene	1667025	1667915	SAUSA300_RS08280	SAUSA300_RS08280	SAUSA300_1517	YP_500169.1	deoxyribonuclease IV
1	gene	1667925	1669271	SAUSA300_RS08285	SAUSA300_RS08285	SAUSA300_1518	YP_500170.1	DEAD/DEAH box helicase
1	gene	1669385	1670485	SAUSA300_RS08290	SAUSA300_RS08290	SAUSA300_1519	YP_500171.1	Nif3-like dinuclear metal center hexameric protein
1	gene	1670488	1671165	SAUSA300_RS08295	SAUSA300_RS08295	SAUSA300_1520	YP_500172.1	tRNA (adenine-N(1))-methyltransferase
1	gene	1671296	1672402	rpoD	SAUSA300_RS08300	SAUSA300_1521	WP_011275651.1	RNA polymerase sigma factor RpoD
1	gene	1672626	1674425	SAUSA300_RS08305	SAUSA300_RS08305	SAUSA300_1522	YP_500174.1	DNA primase
1	gene	1674486	1675304	SAUSA300_RS08310	SAUSA300_RS08310	SAUSA300_1523	YP_500175.1	kinase/pyrophosphorylase
1	gene	1675315	1675938	SAUSA300_RS08315	SAUSA300_RS08315	SAUSA300_1524	WP_001797828.1	helix-turn-helix transcriptional regulator
1	gene	1676273	1677664	SAUSA300_RS08320	SAUSA300_RS08320	SAUSA300_1525	YP_500177.1	glycine--tRNA ligase
1	gene	1677814	1678560	recO	SAUSA300_RS08325	SAUSA300_1526	YP_500178.1	DNA repair protein RecO
1	gene	1678588	1679487	era	SAUSA300_RS08330	SAUSA300_1527	WP_000134760.1	GTPase Era
1	gene	1679488	1679892	cdd	SAUSA300_RS08335	SAUSA300_1528	YP_500181.1	cytidine deaminase
1	gene	1679903	1680247	SAUSA300_RS08340	SAUSA300_RS08340	SAUSA300_1529	YP_500182.1	diacylglycerol kinase
1	gene	1680250	1680717	ybeY	SAUSA300_RS08345	SAUSA300_1530	YP_500183.1	rRNA maturation RNase YbeY
1	gene	1680718	1681665	SAUSA300_RS08350	SAUSA300_RS08350	SAUSA300_1531	YP_500184.1	PhoH family protein
1	gene	1681969	1682667	SAUSA300_RS08355	SAUSA300_RS08355	SAUSA300_1532	YP_500185.1	hypothetical protein
1	gene	1682684	1683673	floA	SAUSA300_RS08360	SAUSA300_1533	YP_500186.1	flotillin-like protein FloA
1	gene	1683691	1684374	SAUSA300_RS08365	SAUSA300_RS08365	SAUSA300_1534	YP_500187.1	hypothetical protein
1	gene	1684618	1684794	SAUSA300_RS08370	SAUSA300_RS08370	SAUSA300_1535	WP_016998564.1	30S ribosomal protein S21
1	gene	1685087	1686433	mtaB	SAUSA300_RS08375	SAUSA300_1536	YP_500189.1	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB
1	gene	1686440	1687192	SAUSA300_RS08380	SAUSA300_RS08380	SAUSA300_1537	YP_500190.1	16S rRNA (uracil(1498)-N(3))-methyltransferase
1	gene	1687194	1688132	prmA	SAUSA300_RS08385	SAUSA300_1538	YP_500191.1	50S ribosomal protein L11 methyltransferase
1	gene	1688136	1689275	dnaJ	SAUSA300_RS08390	SAUSA300_1539	YP_500192.1	molecular chaperone DnaJ
1	gene	1689411	1691243	dnaK	SAUSA300_RS08395	SAUSA300_1540	YP_500193.1	molecular chaperone DnaK
1	gene	1691312	1691938	grpE	SAUSA300_RS08400	SAUSA300_1541	YP_500194.1	nucleotide exchange factor GrpE
1	gene	1691970	1692947	hrcA	SAUSA300_RS08405	SAUSA300_1542	YP_500195.1	heat-inducible transcription repressor HrcA
1	gene	1693047	1694171	SAUSA300_RS08410	SAUSA300_RS08410	SAUSA300_1543	YP_500196.1	oxygen-independent coproporphyrinogen III oxidase
1	gene	1694734	1696557	lepA	SAUSA300_RS08420	SAUSA300_1544	YP_500198.1	elongation factor 4
